Artist,Song,Year,Genre,Duration_mins,Popularity,Danceability,Valence
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",2010,"hip hop, pop",3.88,51,0.544,0.277
Jason Derulo,In My Head,2010,"hip hop, pop",3.32,65,0.762,0.851
Aloe Blacc,I Need A Dollar,2010,R&B,4.05,1,0.84,0.957
B.o.B,Airplanes (feat. Hayley Williams of Paramore),2010,"hip hop, pop",3.01,74,0.66,0.377
Ludacris,My Chick Bad,2010,"hip hop, pop",3.62,68,0.624,0.757
Nelly,Just A Dream,2010,"hip hop, pop, R&B",3.96,73,0.531,0.103
Rihanna,What's My Name?,2010,"hip hop, pop, R&B",4.39,66,0.692,0.583
Shontelle,Impossible,2010,"pop, R&B",3.78,35,0.599,0.539
Take That,The Flood,2010,pop,4.82,57,0.514,0.138
Trey Songz,Say Aah (feat. Fabolous),2009,"hip hop, pop, R&B",3.46,54,0.724,0.81
Drake,Over,2010,"hip hop, pop, R&B",3.89,57,0.325,0.433
Example,Kickstarts,2010,"pop, Dance/Electronic",3.03,63,0.61,0.657
Plan B,She Said,2010,Dance/Electronic,3.48,62,0.72,0.815
The Saturdays,Higher,2010,"pop, Dance/Electronic",3.46,61,0.639,0.596
Jay Sean,Do You Remember,2009,"hip hop, pop, R&B",3.51,2,0.855,0.803
Usher,Hey Daddy (Daddy's Home),2010,"hip hop, pop, R&B",3.73,60,0.59,0.352
Lil Wayne,Right Above It,2010,"hip hop, pop",4.53,68,0.376,0.463
The Wanted,All Time Low,2010,"pop, Dance/Electronic",3.42,18,0.689,0.783
Kesha,Your Love Is My Drug,2010,"pop, Dance/Electronic",3.12,69,0.826,0.756
Ellie Goulding,Starry Eyed,2010,"pop, rock, Dance/Electronic",2.94,54,0.504,0.596
Drake,Find Your Love,2010,"hip hop, pop, R&B",3.48,56,0.625,0.738
Jason Derulo,Ridin' Solo,2010,"hip hop, pop",3.6,66,0.442,0.578
Two Door Cinema Club,What You Know,2010,"World/Traditional, rock, pop",3.16,0,0.55,0.841
JAY-Z,Young Forever,2009,hip hop,4.23,65,0.637,0.103
Young Money,BedRock,2009,"hip hop, pop",4.8,71,0.733,0.557
B.o.B,Nothin' on You (feat. Bruno Mars),2010,"hip hop, pop",4.47,74,0.688,0.743
Katy Perry,Teenage Dream,2010,pop,3.8,69,0.719,0.591
Scouting For Girls,This Ain't a Love Song,2017,"pop, rock",3.51,52,0.458,0.553
Travie McCoy,Billionaire (feat. Bruno Mars),2010,"hip hop, pop",3.52,72,0.633,0.659
Owl City,Fireflies,2009,"rock, pop",3.81,78,0.512,0.472
Alicia Keys,Empire State of Mind (Part II) Broken Down,2009,"pop, R&B",3.61,71,0.484,0.142
Lady A,Need You Now,2010,"pop, country",3.94,73,0.581,0.316
Taylor Swift,Back To December,2010,pop,4.88,65,0.529,0.286
Neon Trees,Animal,2010,"rock, pop",3.54,64,0.482,0.739
Kris Allen,Live Like We're Dying,2009,pop,3.54,51,0.589,0.94
Matt Cardle,When We Collide,2011,pop,3.77,46,0.443,0.447
Robyn,Dancing On My Own,2010,"pop, Dance/Electronic",4.81,0,0.687,0.261
The Band Perry,If I Die Young,2010,country,3.71,64,0.606,0.362
B.o.B,Magic (feat. Rivers Cuomo),2010,"hip hop, pop",3.27,65,0.549,0.787
Adele,Rolling in the Deep,2011,"pop, R&B",3.8,2,0.73,0.507
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010,pop,3.36,77,0.722,0.624
LMFAO,Party Rock Anthem,2011,"hip hop, pop, Dance/Electronic",4.37,73,0.751,0.352
Katy Perry,Firework,2010,pop,3.8,72,0.638,0.648
Bruno Mars,Grenade,2010,pop,3.7,78,0.704,0.245
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),2011,"hip hop, pop, latin",3.91,71,0.595,0.762
Alexandra Stan,Mr. Saxobeat,2011,"pop, Dance/Electronic",3.25,0,0.726,0.797
David Guetta,Who's That Chick? (feat. Rihanna),2010,"hip hop, pop, Dance/Electronic",3.35,71,0.675,0.933
Jennifer Lopez,On The Floor,2011,"hip hop, pop, R&B",4.75,79,0.73,0.575
Rihanna,S&M,2010,"hip hop, pop, R&B",4.06,73,0.767,0.833
Kesha,Blow,2010,"pop, Dance/Electronic",3.67,69,0.753,0.812
Snoop Dogg,Sweat - Remix,2011,"hip hop, pop",3.27,68,0.813,0.731
Taio Cruz,Higher,2010,"hip hop, pop",3.13,61,0.672,0.746
Usher,More - RedOne Jimmy Joker Remix,2010,"hip hop, pop, R&B",3.67,67,0.551,0.794
Example,Changed the Way You Kiss Me - Radio Edit,2011,"pop, Dance/Electronic",3.26,42,0.578,0.188
Black Eyed Peas,Just Can’t Get Enough,2010,"hip hop, pop",3.66,76,0.659,0.262
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),2012,"hip hop, pop, Dance/Electronic",3.25,72,0.666,0.552
Lykke Li,I Follow Rivers - The Magician Remix,2011,"pop, Dance/Electronic",4.69,51,0.786,0.285
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",2011,"hip hop, pop, latin",4.21,81,0.671,0.53
Selena Gomez & The Scene,Love You Like A Love Song,2011,"pop, Dance/Electronic",3.14,79,0.858,0.922
Wiz Khalifa,Black and Yellow,2011,"hip hop, pop",3.63,75,0.684,0.538
Katy Perry,E.T.,2012,pop,3.83,65,0.62,0.76
Britney Spears,I Wanna Go,2011,pop,3.5,66,0.696,0.787
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),2011,"hip hop, pop",3.52,81,0.646,0.796
Enrique Iglesias,Tonight (I'm Fuckin' You),2010,"pop, latin",3.87,63,0.648,0.321
Jeremih,Down On Me,2010,"hip hop, pop, R&B",3.81,72,0.7,0.594
Sak Noel,Loca People - Radio Edit,2011,Dance/Electronic,3.59,49,0.926,0.701
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),2011,"pop, Dance/Electronic",3.37,61,0.843,0.876
LMFAO,Sexy And I Know It,2011,"hip hop, pop, Dance/Electronic",3.32,67,0.707,0.795
Cobra Starship,You Make Me Feel... (feat. Sabi),2011,"pop, Dance/Electronic",3.59,70,0.668,0.748
Jessie J,Do It Like A Dude,2011,"hip hop, pop",3.25,57,0.663,0.375
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,2012,"pop, Dance/Electronic",3.45,55,0.31,0.493
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),2010,"hip hop, pop",4.4,76,0.76,0.361
Nickelback,When We Stand Together,2011,"rock, metal",3.18,65,0.446,0.88
M83,Midnight City,2011,"rock, pop, metal, Dance/Electronic",4.07,76,0.507,0.272
Britney Spears,Till the World Ends,2011,pop,3.97,65,0.693,0.45
Labrinth,Earthquake (feat. Tinie Tempah),2012,pop,4.58,62,0.54,0.258
Jason Derulo,Don't Wanna Go Home,2011,"hip hop, pop",3.43,63,0.671,0.637
Coldplay,Paradise,2011,"rock, pop",4.65,82,0.449,0.212
Katy Perry,Last Friday Night (T.G.I.F.),2012,pop,3.85,74,0.649,0.765
Adele,Set Fire to the Rain,2011,"pop, R&B",4.05,2,0.603,0.445
Dr. Dre,I Need A Doctor,2011,hip hop,4.73,71,0.594,0.397
Lil Wayne,6 Foot 7 Foot,2011,"hip hop, pop",4.14,1,0.364,0.606
DJ Khaled,I'm On One,2011,"hip hop, pop",4.94,70,0.413,0.438
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),2011,"hip hop, pop, R&B",3.71,71,0.767,0.538
Far East Movement,Rocketeer,2010,"hip hop, pop",3.52,61,0.664,0.357
The Wanted,Glad You Came,2011,"pop, Dance/Electronic",3.3,77,0.722,0.452
Kesha,We R Who We R,2010,"pop, Dance/Electronic",3.41,71,0.736,0.653
Kelly Rowland,Motivation,2011,"hip hop, pop, R&B",3.84,65,0.744,0.266
Rihanna,We Found Love,2011,"hip hop, pop, R&B",3.59,75,0.735,0.6
Nicole Scherzinger,Don't Hold Your Breath,2011,"pop, Dance/Electronic",3.29,62,0.66,0.674
Mann,Buzzin Remix,2011,"hip hop, pop",3.74,48,0.687,0.539
Chris Brown,Yeah 3x,2011,"hip hop, pop, R&B",4.03,69,0.705,0.7
Swedish House Mafia,Save The World,2011,"pop, Dance/Electronic",3.56,65,0.507,0.4
Kanye West,All Of The Lights,2010,hip hop,4.99,76,0.531,0.221
Miguel,Sure Thing,2010,"pop, R&B",3.26,78,0.684,0.498
Diddy - Dirty Money,Coming Home,2010,"hip hop, pop, R&B",3.98,69,0.392,0.232
Chris Brown,Beautiful People,2019,"hip hop, pop, R&B",3.76,53,0.415,0.536
Avril Lavigne,What the Hell,2011,pop,3.68,74,0.578,0.877
Professor Green,Read All About It,2011,Dance/Electronic,3.93,39,0.656,0.445
Chase & Status,Blind Faith,2011,Dance/Electronic,3.89,60,0.45,0.402
Chip,Champion (feat. Chris Brown),2011,"hip hop, Dance/Electronic",3.95,48,0.415,0.52
Selena Gomez & The Scene,Who Says,2011,"pop, Dance/Electronic",3.26,76,0.682,0.744
Rizzle Kicks,Down With The Trumpets,2011,hip hop,3.11,59,0.753,0.794
Lady Gaga,Born This Way,2011,pop,4.34,72,0.587,0.494
Nicki Minaj,Super Bass,2010,"hip hop, pop",3.33,0,0.72,0.669
Mac Miller,Donald Trump,2011,hip hop,2.77,61,0.636,0.836
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,2012,"hip hop, pop, Dance/Electronic",3.7,62,0.779,0.759
David Guetta,Without You (feat. Usher),2012,"hip hop, pop, Dance/Electronic",3.47,70,0.608,0.402
Foster The People,Pumped Up Kicks,2011,"rock, pop",3.99,82,0.733,0.965
Drake,Headlines,2011,"hip hop, pop, R&B",3.93,74,0.636,0.425
Jessie J,Price Tag,2011,"hip hop, pop",3.72,73,0.636,0.668
Jason Aldean,Dirt Road Anthem,2010,country,3.82,53,0.678,0.658
Wiz Khalifa,Roll Up,2011,"hip hop, pop",3.8,63,0.523,0.602
OneRepublic,Good Life,2009,pop,4.22,72,0.634,0.645
Bad Meets Evil,Lighters,2011,"hip hop, pop",5.06,68,0.676,0.144
Bruno Mars,The Lazy Song,2010,pop,3.15,75,0.794,0.955
Lupe Fiasco,The Show Goes On,2011,"hip hop, pop",3.99,70,0.591,0.65
James Morrison,I Won't Let You Go,2011,"pop, R&B",3.82,64,0.537,0.161
Jason Derulo,It Girl,2011,"hip hop, pop",3.2,70,0.668,0.345
Adele,Someone Like You,2011,"pop, R&B",4.75,4,0.554,0.288
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,2011,rock,4.71,65,0.683,0.576
Keri Hilson,Pretty Girl Rock,2010,"pop, R&B",4.07,67,0.666,0.9
P!nk,F**kin' Perfect,2010,pop,3.56,60,0.563,0.45
Blake Shelton,Honey Bee,2011,country,3.51,50,0.481,0.723
Lady Gaga,The Edge Of Glory,2011,pop,5.34,67,0.583,0.357
Lady A,Just A Kiss,2011,"pop, country",3.65,63,0.593,0.332
Hot Chelle Rae,Tonight Tonight,2011,"hip hop, pop, rock",3.34,73,0.686,0.814
Grouplove,Tongue Tied,2011,"pop, rock, Folk/Acoustic",3.63,79,0.56,0.371
Coldplay,Every Teardrop Is a Waterfall,2011,"rock, pop",4.01,69,0.425,0.333
Beyoncé,Best Thing I Never Had,2011,"pop, R&B",4.23,69,0.545,0.297
P!nk,Raise Your Glass,2010,pop,3.38,76,0.7,0.624
Christina Perri,Jar of Hearts,2011,pop,4.11,72,0.349,0.0886
Bruno Mars,Marry You,2010,pop,3.84,75,0.621,0.452
Lil Wayne,How To Love,2011,"hip hop, pop",4.01,0,0.644,0.272
Charlene Soraia,Wherever You Will Go,2011,pop,3.29,60,0.597,0.128
Christina Perri,A Thousand Years,2011,pop,4.75,70,0.421,0.161
Carly Rae Jepsen,Call Me Maybe,2012,"pop, Dance/Electronic",3.22,78,0.783,0.66
fun.,We Are Young (feat. Janelle Monáe),2012,"rock, pop",4.18,76,0.378,0.735
Sean Paul,She Doesn't Mind,2012,"hip hop, pop",3.8,70,0.718,0.622
Pitbull,International Love (feat. Chris Brown),2011,"hip hop, pop, latin",3.79,74,0.67,0.648
DEV,In The Dark,2012,"pop, Dance/Electronic",3.77,52,0.736,0.443
Adele,Skyfall,2012,"pop, R&B",4.77,74,0.346,0.0789
David Guetta,Turn Me On (feat. Nicki Minaj),2012,"hip hop, pop, Dance/Electronic",3.33,65,0.704,0.412
Rihanna,Where Have You Been,2011,"hip hop, pop, R&B",4.04,71,0.719,0.444
JAY-Z,Ni**as In Paris,2011,hip hop,3.66,82,0.789,0.775
Maroon 5,One More Night,2012,pop,3.66,74,0.716,0.618
Skrillex,Bangarang (feat. Sirah),2011,"hip hop, pop, Dance/Electronic",3.59,70,0.716,0.576
The Wanted,Chasing The Sun,2012,"pop, Dance/Electronic",3.31,69,0.637,0.68
Flo Rida,Whistle,2012,"hip hop, pop",3.74,77,0.747,0.739
will.i.am,This Is Love,2013,"hip hop, pop",4.65,62,0.535,0.282
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],2012,"hip hop, pop, Dance/Electronic",3.71,66,0.492,0.393
Nicki Minaj,Pound The Alarm,2012,"hip hop, pop",3.43,64,0.728,0.591
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,2012,hip hop,5.23,63,0.716,0.26
MARINA,Primadonna,2012,"pop, Dance/Electronic",3.68,78,0.66,0.427
Kanye West,Mercy,2012,hip hop,5.49,73,0.563,0.426
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,2012,"pop, Dance/Electronic",3.04,58,0.524,0.476
PSY,Gangnam Style (강남스타일),2012,pop,3.66,72,0.727,0.749
Kesha,Die Young,2012,"pop, Dance/Electronic",3.53,78,0.711,0.801
Usher,Scream,2012,"hip hop, pop, R&B",3.91,66,0.616,0.569
Olly Murs,Troublemaker (feat. Flo Rida),2012,"pop, Dance/Electronic",3.09,0,0.762,0.965
Linkin Park,BURN IT DOWN,2012,"rock, metal",3.84,73,0.585,0.585
Bruno Mars,Locked out of Heaven,2012,pop,3.89,85,0.726,0.867
Avicii,Levels - Radio Edit,2011,"pop, Dance/Electronic",3.33,77,0.584,0.464
Flo Rida,Good Feeling,2012,"hip hop, pop",4.14,76,0.706,0.684
Rihanna,Diamonds,2012,"hip hop, pop, R&B",3.75,75,0.564,0.393
Wiz Khalifa,"Work Hard, Play Hard",2012,"hip hop, pop",3.65,62,0.787,0.485
Katy Perry,Part Of Me,2012,pop,3.6,73,0.678,0.769
Nicki Minaj,Starships,2012,"hip hop, pop",3.51,75,0.747,0.751
Kendrick Lamar,m.A.A.d city,2012,hip hop,5.84,67,0.487,0.217
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2012,pop,3.54,0,0.821,0.559
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,2011,"rock, pop, Dance/Electronic",3.64,68,0.578,0.588
Azealia Banks,212,2014,"hip hop, pop, R&B",3.42,0,0.847,0.626
Maroon 5,Payphone,2012,pop,3.85,82,0.743,0.545
James Arthur,Impossible,2013,pop,3.49,75,0.376,0.302
Michel Teló,Ai Se Eu Te Pego - Live,2012,"country, latin",2.78,0,0.676,0.85
Otto Knows,Million Voices - Radio Edit,2012,"pop, Dance/Electronic",3.21,0,0.582,0.0694
Icona Pop,I Love It,2012,"pop, Dance/Electronic",2.61,51,0.71,0.86
Tyga,Rack City,2012,"hip hop, pop",3.39,61,0.929,0.273
Calvin Harris,Feel So Close - Radio Edit,2012,"hip hop, pop, Dance/Electronic",3.44,79,0.707,0.919
Jennifer Lopez,Dance Again,2012,"hip hop, pop, R&B",3.95,0,0.797,0.716
Grimes,Oblivion,2012,"pop, rock, Dance/Electronic",4.19,0,0.697,0.486
Adele,Rumour Has It,2011,"pop, R&B",3.72,0,0.612,0.574
Chris Brown,Turn Up the Music,2012,"hip hop, pop, R&B",3.8,64,0.594,0.643
Frank Ocean,Lost,2012,"hip hop, pop, R&B",3.9,64,0.913,0.497
Calvin Harris,Let's Go (feat. Ne-Yo),2012,"hip hop, pop, Dance/Electronic",3.88,66,0.71,0.875
The Script,Hall of Fame (feat. will.i.am),2012,"pop, rock",3.38,78,0.421,0.629
Swedish House Mafia,Don't You Worry Child - Radio Edit,2012,"pop, Dance/Electronic",3.55,76,0.612,0.438
MARINA,How to Be a Heartbreaker,2012,"pop, Dance/Electronic",3.69,50,0.69,0.849
Justin Bieber,Boyfriend,2012,pop,2.86,63,0.717,0.331
David Guetta,Titanium (feat. Sia),2012,"hip hop, pop, Dance/Electronic",4.08,79,0.604,0.301
Jessie J,Domino,2011,"hip hop, pop",3.86,74,0.758,0.781
Taylor Swift,I Knew You Were Trouble.,2012,pop,3.66,59,0.622,0.679
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),2012,"hip hop, pop",3.29,61,0.646,0.179
P!nk,Try,2012,pop,4.13,76,0.674,0.552
Robbie Williams,Candy,2012,"pop, rock",3.35,68,0.715,0.879
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",2011,"hip hop, pop",3.46,77,0.715,0.531
Justin Bieber,As Long As You Love Me,2012,pop,3.82,67,0.571,0.613
Rita Ora,R.I.P. (feat. Tinie Tempah),2012,"hip hop, pop, Dance/Electronic",3.8,46,0.603,0.358
Alex Clare,Too Close,2011,rock,4.28,60,0.588,0.271
Tyga,Faded,2012,"hip hop, pop",3.44,58,0.831,0.339
Alesso,Years - ラジオ・エディット,2012,"pop, Dance/Electronic",3.26,0,0.37,0.323
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),2012,pop,4.17,0,0.61,0.508
Katy Perry,The One That Got Away,2012,pop,3.79,72,0.687,0.864
Avicii,Silhouettes - Original Radio Edit,2012,"pop, Dance/Electronic",3.53,53,0.605,0.836
Gotye,Somebody That I Used To Know,2011,set(),4.08,57,0.863,0.674
Flo Rida,Wild Ones (feat. Sia),2012,"hip hop, pop",3.88,77,0.608,0.437
One Direction,What Makes You Beautiful,2012,pop,3.33,82,0.726,0.888
Lana Del Rey,Born To Die,2012,pop,4.77,53,0.18,0.39
Kesha,C'Mon,2012,"pop, Dance/Electronic",3.57,0,0.558,0.286
Owl City,Good Time,2012,"rock, pop",3.43,77,0.56,0.682
Calvin Harris,We'll Be Coming Back (feat. Example),2012,"hip hop, pop, Dance/Electronic",3.91,62,0.596,0.571
Emeli Sandé,"Read All About It, Pt. III",2012,"pop, R&B",4.73,65,0.63,0.343
Ellie Goulding,Lights - Single Version,2010,"pop, rock, Dance/Electronic",3.51,63,0.682,0.78
Train,Drive By,2012,pop,3.27,77,0.765,0.721
Disclosure,Latch,2013,"pop, Dance/Electronic",4.26,74,0.503,0.521
Coldplay,Princess of China,2011,"rock, pop",3.99,66,0.42,0.237
One Direction,Live While We're Young,2012,pop,3.34,0,0.658,0.936
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),2011,"hip hop, pop",3.7,61,0.716,0.646
Carrie Underwood,Blown Away,2012,"pop, country",4.0,63,0.531,0.392
alt-J,Breezeblocks,2012,rock,3.78,71,0.616,0.286
Chris Brown,Don't Wake Me Up,2012,"hip hop, pop, R&B",3.71,62,0.602,0.206
Kelly Clarkson,Stronger (What Doesn't Kill You),2011,"pop, R&B",3.7,74,0.562,0.684
Drake,The Motto,2011,"hip hop, pop, R&B",3.03,74,0.766,0.39
Katy Perry,Wide Awake,2012,pop,3.68,65,0.514,0.575
Rita Ora,How We Do (Party),2012,"hip hop, pop, Dance/Electronic",4.12,48,0.738,0.689
Rudimental,Feel the Love (feat. John Newman),2013,"pop, Dance/Electronic",4.09,64,0.389,0.238
Lana Del Rey,Ride,2012,pop,4.82,66,0.373,0.189
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),2012,"pop, R&B",4.19,69,0.658,0.248
Demi Lovato,Give Your Heart a Break,2011,pop,3.42,71,0.651,0.569
Drake,Take Care,2011,"hip hop, pop, R&B",4.62,75,0.629,0.299
Little Mix,Wings,2012,pop,3.66,0,0.738,0.538
Bruno Mars,It Will Rain,2011,pop,4.3,74,0.576,0.476
Cher Lloyd,Want U Back,2011,"pop, Dance/Electronic",3.57,67,0.696,0.573
Lorde,Royals,2013,"pop, Dance/Electronic",3.17,77,0.674,0.337
Robin Thicke,Blurred Lines,2013,"pop, R&B",4.38,55,0.861,0.881
Imagine Dragons,Radioactive,2012,rock,3.11,77,0.448,0.236
Avicii,Wake Me Up,2013,"pop, Dance/Electronic",4.12,6,0.532,0.643
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),2012,"hip hop, pop",3.93,1,0.781,0.662
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2013,"hip hop, Dance/Electronic",4.14,83,0.794,0.862
will.i.am,Scream & Shout,2013,"hip hop, pop",4.72,78,0.772,0.501
Stromae,Papaoutai,2013,pop,3.87,0,0.733,0.253
Bingo Players,Get Up (Rattle) - Vocal Edit,2013,"pop, Dance/Electronic",2.78,1,0.801,0.722
Naughty Boy,La La La,2013,Dance/Electronic,3.68,58,0.754,0.254
Tom Odell,Another Love,2013,pop,4.07,88,0.445,0.131
2 Chainz,We Own It (Fast & Furious),2013,"hip hop, pop",3.8,69,0.563,0.559
David Guetta,Play Hard (feat. Ne-Yo & Akon),2012,"hip hop, pop, Dance/Electronic",3.35,69,0.691,0.8
Pitbull,Feel This Moment (feat. Christina Aguilera),2012,"hip hop, pop, latin",3.83,77,0.673,0.542
will.i.am,#thatPOWER,2013,"hip hop, pop",4.66,68,0.797,0.402
Lil Wayne,Love Me,2013,"hip hop, pop",4.25,68,0.669,0.496
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),2012,"hip hop, pop",4.31,81,0.641,0.847
Martin Garrix,Animals - Radio Edit,2013,"pop, Dance/Electronic",2.94,0,0.593,0.0381
Jason Derulo,Talk Dirty (feat. 2 Chainz),2013,"hip hop, pop",2.96,56,0.76,0.759
John Newman,Love Me Again,2013,set(),4.0,74,0.495,0.213
Britney Spears,Work B**ch,2013,pop,4.13,0,0.63,0.85
The Neighbourhood,Sweater Weather,2013,"rock, pop",4.01,89,0.612,0.398
Sebastian Ingrosso,Reload - Radio Edit,2013,"pop, Dance/Electronic",3.69,68,0.485,0.433
Capital Cities,Safe And Sound,2013,pop,3.21,0,0.652,0.836
Demi Lovato,Heart Attack,2013,pop,3.51,79,0.504,0.502
Arctic Monkeys,Why'd You Only Call Me When You're High?,2013,rock,2.69,84,0.691,0.8
Justin Bieber,Beauty And A Beat,2012,pop,3.8,73,0.602,0.526
Eminem,The Monster,2013,hip hop,4.17,75,0.781,0.624
Pitbull,Don't Stop the Party (feat. TJR),2012,"hip hop, pop, latin",3.44,64,0.722,0.952
Selena Gomez,Come & Get It,2013,pop,3.87,69,0.546,0.573
P!nk,True Love (feat. Lily Allen),2012,pop,3.85,71,0.457,0.578
Disclosure,White Noise,2013,"pop, Dance/Electronic",4.63,54,0.665,0.902
Flo Rida,I Cry,2012,"hip hop, pop",3.73,60,0.693,0.763
Kanye West,Black Skinhead,2013,hip hop,3.13,0,0.578,0.283
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2013,pop,3.58,72,0.572,0.11
Eminem,Berzerk,2013,hip hop,3.98,66,0.739,0.684
Icona Pop,I Love It (feat. Charli XCX),2013,"pop, Dance/Electronic",2.62,68,0.711,0.824
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2013,rock,3.11,71,0.558,0.567
Lorde,Team,2013,"pop, Dance/Electronic",3.22,0,0.691,0.427
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,2012,"pop, Dance/Electronic",3.47,68,0.509,0.638
Imagine Dragons,Demons,2012,rock,2.96,81,0.505,0.428
One Direction,One Way or Another (Teenage Kicks),2013,pop,2.62,66,0.489,0.409
Taylor Swift,I Knew You Were Trouble.,2012,pop,3.66,76,0.622,0.679
Arctic Monkeys,Do I Wanna Know?,2013,rock,4.54,84,0.548,0.405
Rudimental,Waiting All Night (feat. Ella Eyre),2013,"pop, Dance/Electronic",4.88,66,0.544,0.281
Klangkarussell,Sonnentanz - Sun Don't Shine,2014,"pop, Dance/Electronic",3.97,68,0.579,0.155
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),2012,"hip hop, pop, Dance/Electronic",4.01,61,0.665,0.53
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",2013,hip hop,3.9,76,0.853,0.662
Ylvis,The Fox (What Does the Fox Say?),2013,hip hop,3.56,63,0.703,0.546
Ellie Goulding,Burn,2014,"pop, rock, Dance/Electronic",3.85,70,0.559,0.329
Baauer,Harlem Shake,2013,Dance/Electronic,3.28,57,0.452,0.282
Calvin Harris,I Need Your Love (feat. Ellie Goulding),2012,"hip hop, pop, Dance/Electronic",3.91,70,0.695,0.58
Katy Perry,This Is How We Do,2013,pop,3.4,60,0.69,0.8
AWOLNATION,Sail,2011,"pop, rock",4.32,2,0.825,0.243
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,2013,"pop, Dance/Electronic",2.91,27,0.681,0.469
Jason Derulo,The Other Side,2013,"hip hop, pop",3.78,50,0.561,0.517
Storm Queen,Look Right Through - MK Vocal Edit,2014,Dance/Electronic,2.51,0,0.832,0.519
Calvin Harris,Sweet Nothing (feat. Florence Welch),2012,"hip hop, pop, Dance/Electronic",3.54,71,0.573,0.582
Katy Perry,Unconditionally,2013,pop,3.81,0,0.555,0.369
Wale,Bad (feat. Rihanna) - Remix,2013,"hip hop, pop, R&B",3.98,61,0.807,0.447
Ciara,Body Party,2013,"pop, R&B",3.9,64,0.577,0.12
Drake,Started From the Bottom,2013,"hip hop, pop, R&B",2.9,65,0.794,0.56
Birdy,Wings,2013,pop,4.2,48,0.474,0.224
Bastille,Of The Night,2013,"pop, rock",3.57,61,0.67,0.349
Olly Murs,Dear Darlin',2012,"pop, Dance/Electronic",3.44,59,0.512,0.34
Katy Perry,Roar,2013,pop,3.73,73,0.554,0.455
Blake Shelton,Sure Be Cool If You Did,2013,country,3.6,56,0.576,0.582
Calvin Harris,Thinking About You (feat. Ayah Marar),2012,"hip hop, pop, Dance/Electronic",4.13,65,0.725,0.748
JAY-Z,Holy Grail,2013,hip hop,5.64,62,0.676,0.156
Bridgit Mendler,Ready or Not,2012,pop,3.35,72,0.715,0.748
The Saturdays,What About Us,2013,"pop, Dance/Electronic",3.68,61,0.704,0.689
Bastille,Pompeii,2013,"pop, rock",3.57,74,0.679,0.571
One Direction,Best Song Ever,2013,pop,3.34,76,0.652,0.486
Nelly,Hey Porsche,2013,"hip hop, pop, R&B",3.49,57,0.726,0.952
Zedd,Clarity,2012,"hip hop, pop, Dance/Electronic",4.52,0,0.523,0.193
Miley Cyrus,Wrecking Ball,2013,pop,3.69,77,0.53,0.349
Chris Brown,Fine China,2013,"hip hop, pop, R&B",3.56,0,0.659,0.609
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),2013,"hip hop, Dance/Electronic",5.9,69,0.832,0.674
Armin van Buuren,This Is What It Feels Like,2013,"pop, Dance/Electronic",3.41,66,0.551,0.145
Justin Timberlake,Mirrors,2013,pop,8.07,78,0.574,0.512
Bruno Mars,Treasure,2012,pop,2.98,78,0.874,0.937
Of Monsters and Men,Little Talks,2012,"pop, rock, Folk/Acoustic",4.44,79,0.457,0.417
Miley Cyrus,We Can't Stop,2013,pop,3.85,78,0.613,0.484
J. Cole,Power Trip (feat. Miguel),2013,hip hop,4.02,0,0.667,0.465
Paramore,Still into You,2013,"pop, rock",3.6,79,0.602,0.765
